year,state,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
2008,ohio,1.33,0.26,0.46,2.05,315.2592593,51.59689922,95.50689376,437.3333333
2007,ohio,1.34,0.25,0.45,2.04,317.6296296,49.6124031,93.43065693,435.2
2006,ohio,1.33,0.24,0.44,2.01,315.2592593,47.62790698,91.35442011,428.8
2005,ohio,1.34,0.23,0.43,2,317.6296296,45.64341085,89.27818329,426.6666667
2004,ohio,1.34,0.22,0.42,1.97,317.6296296,43.65891473,87.20194647,420.2666667
2003,ohio,1.34,0.22,0.4,1.95,317.6296296,43.65891473,83.04947283,416
2002,ohio,1.35,0.21,0.39,1.95,320,41.6744186,80.97323601,416
2001,ohio,1.34,0.21,0.39,1.93,317.6296296,41.6744186,80.97323601,411.7333333
2000,ohio,1.32,0.21,0.38,1.91,312.8888889,41.6744186,78.89699919,407.4666667
1999,ohio,1.32,0.2,0.37,1.9,312.8888889,39.68992248,76.82076237,405.3333333
1998,ohio,1.3,0.19,0.44,1.94,308.1481481,37.70542636,91.35442011,413.8666667
1997,ohio,1.28,0.19,0.43,1.9,303.4074074,37.70542636,89.27818329,405.3333333
1996,ohio,1.36,0.18,0.43,1.97,322.3703704,35.72093023,89.27818329,420.2666667
1995,ohio,1.29,0.17,0.43,1.89,305.7777778,33.73643411,89.27818329,403.2
1994,ohio,1.31,0.16,0.37,1.85,310.5185185,31.75193798,76.82076237,394.6666667
1993,ohio,1.29,0.16,0.5,1.95,305.7777778,31.75193798,103.811841,416
1992,ohio,1.32,0.17,0.5,1.98,312.8888889,33.73643411,103.811841,422.4
1991,ohio,1.33,0.18,0.51,2.03,315.2592593,35.72093023,105.8880779,433.0666667
1990,ohio,1.34,0.22,0.53,2.09,317.6296296,43.65891473,110.0405515,445.8666667
1989,ohio,1.36,0.22,0.51,2.09,322.3703704,43.65891473,105.8880779,445.8666667
1988,ohio,1.35,0.24,0.55,2.13,320,47.62790698,114.1930251,454.4
1987,ohio,1.35,0.24,0.59,2.18,320,47.62790698,122.4979724,465.0666667
1986,ohio,1.32,0.25,0.6,2.18,312.8888889,49.6124031,124.5742092,465.0666667
1985,ohio,1.37,0.25,0.59,2.21,324.7407407,49.6124031,122.4979724,471.4666667
1984,ohio,1.41,0.25,0.61,2.27,334.2222222,49.6124031,126.6504461,484.2666667
1983,ohio,1.36,0.22,0.65,2.23,322.3703704,43.65891473,134.9553933,475.7333333
1982,ohio,1.4,0.22,0.66,2.28,331.8518519,43.65891473,137.0316302,486.4
1981,ohio,1.35,0.22,0.68,2.25,320,43.65891473,141.1841038,480
1980,ohio,1.39,0.21,0.72,2.33,329.4814815,41.6744186,149.4890511,497.0666667
1979,ohio,1.35,0.19,0.7,2.25,320,37.70542636,145.3365775,480
1978,ohio,1.19,0.2,0.7,2.08,282.0740741,39.68992248,145.3365775,443.7333333
1977,ohio,1.16,0.18,0.7,2.03,274.962963,35.72093023,145.3365775,433.0666667
2018,oklahoma,1,0.2,0.65,1.85,237.037037,39.68992248,134.9553933,394.6666667
2017,oklahoma,1.03,0.2,0.65,1.87,244.1481481,39.68992248,134.9553933,398.9333333
2016,oklahoma,1.05,0.2,0.64,1.89,248.8888889,39.68992248,132.8791565,403.2
2015,oklahoma,1.07,0.19,0.62,1.89,253.6296296,37.70542636,128.7266829,403.2
2014,oklahoma,1.09,0.19,0.63,1.91,258.3703704,37.70542636,130.8029197,407.4666667
2013,oklahoma,1.11,0.19,0.62,1.93,263.1111111,37.70542636,128.7266829,411.7333333
2012,oklahoma,1.14,0.19,0.61,1.94,270.2222222,37.70542636,126.6504461,413.8666667
2011,oklahoma,1.14,0.19,0.59,1.92,270.2222222,37.70542636,122.4979724,409.6
2010,oklahoma,1.16,0.18,0.58,1.92,274.962963,35.72093023,120.4217356,409.6
2009,oklahoma,1.17,0.18,0.58,1.93,277.3333333,35.72093023,120.4217356,411.7333333
2008,oklahoma,1.22,0.18,0.58,1.97,289.1851852,35.72093023,120.4217356,420.2666667
2007,oklahoma,1.17,0.17,0.57,1.91,277.3333333,33.73643411,118.3454988,407.4666667
2006,oklahoma,1.13,0.17,0.56,1.87,267.8518519,33.73643411,116.269262,398.9333333
2005,oklahoma,1.09,0.16,0.55,1.8,258.3703704,31.75193798,114.1930251,384
2004,oklahoma,1.11,0.13,0.46,1.7,263.1111111,25.79844961,95.50689376,362.6666667
2003,oklahoma,1.06,0.13,0.74,1.93,251.2592593,25.79844961,153.6415247,411.7333333
2002,oklahoma,1.12,0.13,0.58,1.82,265.4814815,25.79844961,120.4217356,388.2666667
2001,oklahoma,1.11,0.12,0.43,1.65,263.1111111,23.81395349,89.27818329,352
2000,oklahoma,1.12,0.12,0.44,1.69,265.4814815,23.81395349,91.35442011,360.5333333
1999,oklahoma,1.11,0.12,0.44,1.68,263.1111111,23.81395349,91.35442011,358.4
1998,oklahoma,1.12,0.12,0.43,1.68,265.4814815,23.81395349,89.27818329,358.4
1997,oklahoma,1.1,0.12,0.43,1.65,260.7407407,23.81395349,89.27818329,352
1996,oklahoma,1.09,0.12,0.45,1.66,258.3703704,23.81395349,93.43065693,354.1333333
1995,oklahoma,1.1,0.12,0.44,1.66,260.7407407,23.81395349,91.35442011,354.1333333
1994,oklahoma,1.15,0.13,0.5,1.78,272.5925926,25.79844961,103.811841,379.7333333
1993,oklahoma,1.11,0.11,0.48,1.7,263.1111111,21.82945736,99.6593674,362.6666667
1992,oklahoma,1.13,0.13,0.55,1.81,267.8518519,25.79844961,114.1930251,386.1333333
1991,oklahoma,1.09,0.13,0.54,1.76,258.3703704,25.79844961,112.1167883,375.4666667
1990,oklahoma,1.12,0.14,0.55,1.81,265.4814815,27.78294574,114.1930251,386.1333333
1989,oklahoma,1.08,0.14,0.54,1.75,256,27.78294574,112.1167883,373.3333333
1988,oklahoma,1.07,0.14,0.52,1.73,253.6296296,27.78294574,107.9643147,369.0666667
1987,oklahoma,1.06,0.15,0.58,1.79,251.2592593,29.76744186,120.4217356,381.8666667
1986,oklahoma,1.06,0.15,0.62,1.84,251.2592593,29.76744186,128.7266829,392.5333333
1985,oklahoma,1.05,0.15,0.68,1.88,248.8888889,29.76744186,141.1841038,401.0666667
1984,oklahoma,1,0.16,0.74,1.91,237.037037,31.75193798,153.6415247,407.4666667
1983,oklahoma,1.04,0.16,0.77,1.97,246.5185185,31.75193798,159.8702352,420.2666667
1982,oklahoma,1.15,0.16,0.82,2.14,272.5925926,31.75193798,170.2514193,456.5333333
1981,oklahoma,1.14,0.16,0.83,2.13,270.2222222,31.75193798,172.3276561,454.4
1980,oklahoma,1.07,0.16,0.71,1.94,253.6296296,31.75193798,147.4128143,413.8666667
1979,oklahoma,1.03,0.13,0.78,1.94,244.1481481,25.79844961,161.946472,413.8666667
1978,oklahoma,1.05,0.14,0.8,2,248.8888889,27.78294574,166.0989457,426.6666667
1977,oklahoma,1.04,0.13,0.77,1.95,246.5185185,25.79844961,159.8702352,416
2018,oregon,1.21,0.58,0.95,2.74,286.8148148,115.1007752,197.242498,584.5333333
2017,oregon,1.24,0.59,0.93,2.76,293.9259259,117.0852713,193.0900243,588.8
2016,oregon,1.24,0.6,0.92,2.76,293.9259259,119.0697674,191.0137875,588.8
2015,oregon,1.23,0.58,0.9,2.71,291.5555556,115.1007752,186.8613139,578.1333333
2014,oregon,1.23,0.57,0.9,2.7,291.5555556,113.1162791,186.8613139,576
2013,oregon,1.2,0.57,0.89,2.66,284.4444444,113.1162791,184.785077,567.4666667
2012,oregon,1.21,0.57,0.89,2.66,286.8148148,113.1162791,184.785077,567.4666667
2011,oregon,1.18,0.56,0.85,2.59,279.7037037,111.1317829,176.4801298,552.5333333
2010,oregon,1.19,0.49,0.83,2.51,282.0740741,97.24031008,172.3276561,535.4666667
2009,oregon,1.28,0.49,0.82,2.59,303.4074074,97.24031008,170.2514193,552.5333333
2008,oregon,1.22,0.49,0.83,2.54,289.1851852,97.24031008,172.3276561,541.8666667
2007,oregon,1.35,0.5,0.81,2.65,320,99.2248062,168.1751825,565.3333333
2006,oregon,1.32,0.49,0.78,2.59,312.8888889,97.24031008,161.946472,552.5333333
2005,oregon,1.16,0.5,0.75,2.4,274.962963,99.2248062,155.7177616,512
2004,oregon,1.23,0.49,0.72,2.44,291.5555556,97.24031008,149.4890511,520.5333333
2003,oregon,1.2,0.47,0.69,2.36,284.4444444,93.27131783,143.2603406,503.4666667
2002,oregon,1.22,0.46,0.66,2.34,289.1851852,91.28682171,137.0316302,499.2
2001,oregon,1.22,0.43,0.65,2.3,289.1851852,85.33333333,134.9553933,490.6666667
2000,oregon,1.2,0.44,0.64,2.28,284.4444444,87.31782946,132.8791565,486.4
1999,oregon,1.21,0.43,0.63,2.27,286.8148148,85.33333333,130.8029197,484.2666667
1998,oregon,1.2,0.43,0.61,2.25,284.4444444,85.33333333,126.6504461,480
1997,oregon,1.19,0.44,0.6,2.24,282.0740741,87.31782946,124.5742092,477.8666667
1996,oregon,1.23,0.44,0.61,2.27,291.5555556,87.31782946,126.6504461,484.2666667
1995,oregon,1.21,0.42,0.59,2.23,286.8148148,83.34883721,122.4979724,475.7333333
1994,oregon,1.23,0.37,0.62,2.21,291.5555556,73.42635659,128.7266829,471.4666667
1993,oregon,1.24,0.43,0.64,2.31,293.9259259,85.33333333,132.8791565,492.8
1992,oregon,1.29,0.46,0.67,2.41,305.7777778,91.28682171,139.107867,514.1333333
1991,oregon,1.28,0.44,0.67,2.38,303.4074074,87.31782946,139.107867,507.7333333
1990,oregon,1.32,0.47,0.73,2.51,312.8888889,93.27131783,151.5652879,535.4666667
1989,oregon,1.28,0.47,0.7,2.46,303.4074074,93.27131783,145.3365775,524.8
1988,oregon,1.29,0.52,0.72,2.52,305.7777778,103.1937984,149.4890511,537.6
1987,oregon,1.28,0.53,0.73,2.54,303.4074074,105.1782946,151.5652879,541.8666667
1986,oregon,1.28,0.55,0.74,2.57,303.4074074,109.1472868,153.6415247,548.2666667
1985,oregon,1.25,0.55,0.77,2.58,296.2962963,109.1472868,159.8702352,550.4
1984,oregon,1.28,0.53,0.82,2.63,303.4074074,105.1782946,170.2514193,561.0666667
1983,oregon,1.32,0.53,0.85,2.7,312.8888889,105.1782946,176.4801298,576
1982,oregon,1.32,0.52,0.88,2.72,312.8888889,103.1937984,182.7088402,580.2666667
1981,oregon,1.37,0.5,0.92,2.79,324.7407407,99.2248062,191.0137875,595.2
1980,oregon,1.36,0.5,0.94,2.81,322.3703704,99.2248062,195.1662612,599.4666667
1979,oregon,1.36,0.47,0.94,2.77,322.3703704,93.27131783,195.1662612,590.9333333
1978,oregon,1.32,0.46,0.96,2.74,312.8888889,91.28682171,199.3187348,584.5333333
1977,oregon,1.3,0.45,0.94,2.7,308.1481481,89.30232558,195.1662612,576
2018,pennsylvania,1.29,0.33,0.72,2.34,305.7777778,65.48837209,149.4890511,499.2
2017,pennsylvania,1.3,0.33,0.72,2.35,308.1481481,65.48837209,149.4890511,501.3333333
2016,pennsylvania,1.31,0.33,0.72,2.36,310.5185185,65.48837209,149.4890511,503.4666667
2015,pennsylvania,1.31,0.32,0.7,2.33,310.5185185,63.50387597,145.3365775,497.0666667
2014,pennsylvania,1.32,0.32,0.7,2.34,312.8888889,63.50387597,145.3365775,499.2
2013,pennsylvania,1.34,0.31,0.68,2.33,317.6296296,61.51937984,141.1841038,497.0666667
2012,pennsylvania,1.36,0.31,0.67,2.34,322.3703704,61.51937984,139.107867,499.2
2011,pennsylvania,1.37,0.3,0.66,2.33,324.7407407,59.53488372,137.0316302,497.0666667
2010,pennsylvania,1.37,0.29,0.64,2.3,324.7407407,57.5503876,132.8791565,490.6666667
2009,pennsylvania,1.37,0.28,0.63,2.27,324.7407407,55.56589147,130.8029197,484.2666667
2008,pennsylvania,1.36,0.26,0.61,2.23,322.3703704,51.59689922,126.6504461,475.7333333
2007,pennsylvania,1.35,0.25,0.58,2.18,320,49.6124031,120.4217356,465.0666667
2006,pennsylvania,1.32,0.23,0.55,2.1,312.8888889,45.64341085,114.1930251,448
2005,pennsylvania,1.32,0.23,0.55,2.11,312.8888889,45.64341085,114.1930251,450.1333333
2004,pennsylvania,1.3,0.23,0.53,2.06,308.1481481,45.64341085,110.0405515,439.4666667
2003,pennsylvania,1.31,0.22,0.51,2.04,310.5185185,43.65891473,105.8880779,435.2
2002,pennsylvania,1.35,0.21,0.49,2.06,320,41.6744186,101.7356042,439.4666667
2001,pennsylvania,1.33,0.2,0.48,2.02,315.2592593,39.68992248,99.6593674,430.9333333
2000,pennsylvania,1.29,0.2,0.47,1.96,305.7777778,39.68992248,97.58313058,418.1333333
1999,pennsylvania,1.27,0.2,0.46,1.92,301.037037,39.68992248,95.50689376,409.6
1998,pennsylvania,1.21,0.18,0.45,1.85,286.8148148,35.72093023,93.43065693,394.6666667
1997,pennsylvania,1.33,0.18,0.45,1.95,315.2592593,35.72093023,93.43065693,416
1996,pennsylvania,1.26,0.18,0.45,1.88,298.6666667,35.72093023,93.43065693,401.0666667
1995,pennsylvania,1.26,0.17,0.45,1.88,298.6666667,33.73643411,93.43065693,401.0666667
1994,pennsylvania,1.28,0.18,0.47,1.93,303.4074074,35.72093023,97.58313058,411.7333333
1993,pennsylvania,1.31,0.17,0.48,1.96,310.5185185,33.73643411,99.6593674,418.1333333
1992,pennsylvania,1.3,0.18,0.51,1.99,308.1481481,35.72093023,105.8880779,424.5333333
1991,pennsylvania,1.36,0.17,0.52,2.05,322.3703704,33.73643411,107.9643147,437.3333333
1990,pennsylvania,1.42,0.18,0.55,2.15,336.5925926,35.72093023,114.1930251,458.6666667
1989,pennsylvania,1.38,0.18,0.57,2.13,327.1111111,35.72093023,118.3454988,454.4
1988,pennsylvania,1.41,0.19,0.54,2.14,334.2222222,37.70542636,112.1167883,456.5333333
1987,pennsylvania,1.4,0.2,0.62,2.22,331.8518519,39.68992248,128.7266829,473.6
1986,pennsylvania,1.4,0.21,0.64,2.25,331.8518519,41.6744186,132.8791565,480
1985,pennsylvania,1.38,0.21,0.65,2.23,327.1111111,41.6744186,134.9553933,475.7333333
1984,pennsylvania,1.38,0.21,0.67,2.26,327.1111111,41.6744186,139.107867,482.1333333
1983,pennsylvania,1.41,0.22,0.67,2.31,334.2222222,43.65891473,139.107867,492.8
1982,pennsylvania,1.44,0.23,0.7,2.37,341.3333333,45.64341085,145.3365775,505.6
1981,pennsylvania,1.42,0.23,0.72,2.38,336.5925926,45.64341085,149.4890511,507.7333333
1980,pennsylvania,1.45,0.22,0.71,2.39,343.7037037,43.65891473,147.4128143,509.8666667
1979,pennsylvania,1.4,0.22,0.72,2.34,331.8518519,43.65891473,149.4890511,499.2
1978,pennsylvania,1.35,0.21,0.73,2.3,320,41.6744186,151.5652879,490.6666667
1977,pennsylvania,1.34,0.2,0.74,2.27,317.6296296,39.68992248,153.6415247,484.2666667
2018,rhode island,0.9,0.57,1.15,2.63,213.3333333,113.1162791,238.7672344,561.0666667
2017,rhode island,0.93,0.58,1.09,2.6,220.4444444,115.1007752,226.3098135,554.6666667
2016,rhode island,0.94,0.58,1.05,2.57,222.8148148,115.1007752,218.0048662,548.2666667
2015,rhode island,0.96,0.57,0.99,2.52,227.5555556,113.1162791,205.5474453,537.6
2014,rhode island,1.01,0.51,0.86,2.39,239.4074074,101.2093023,178.5563666,509.8666667
2013,rhode island,1,0.57,0.98,2.56,237.037037,113.1162791,203.4712084,546.1333333
2012,rhode island,1.03,0.59,0.97,2.58,244.1481481,117.0852713,201.3949716,550.4
2011,rhode island,1.04,0.58,0.94,2.55,246.5185185,115.1007752,195.1662612,544
2010,rhode island,1.06,0.56,0.92,2.54,251.2592593,111.1317829,191.0137875,541.8666667
2009,rhode island,1.07,0.55,0.85,2.47,253.6296296,109.1472868,176.4801298,526.9333333
2008,rhode island,1.09,0.52,0.84,2.46,258.3703704,103.1937984,174.4038929,524.8
2007,rhode island,1.1,0.53,0.82,2.45,260.7407407,105.1782946,170.2514193,522.6666667
2006,rhode island,1.07,0.51,0.83,2.41,253.6296296,101.2093023,172.3276561,514.1333333
2005,rhode island,0.98,0.49,0.82,2.29,232.2962963,97.24031008,170.2514193,488.5333333
2004,rhode island,1.13,0.5,0.8,2.42,267.8518519,99.2248062,166.0989457,516.2666667
2003,rhode island,1.13,0.51,0.8,2.45,267.8518519,101.2093023,166.0989457,522.6666667
2002,rhode island,1.17,0.48,0.74,2.4,277.3333333,95.25581395,153.6415247,512
2001,rhode island,1.19,0.46,0.7,2.36,282.0740741,91.28682171,145.3365775,503.4666667
2000,rhode island,1.16,0.46,0.7,2.31,274.962963,91.28682171,145.3365775,492.8
1999,rhode island,1.14,0.45,0.69,2.29,270.2222222,89.30232558,143.2603406,488.5333333
1998,rhode island,1.14,0.47,0.63,2.24,270.2222222,93.27131783,130.8029197,477.8666667
1997,rhode island,1.22,0.44,0.64,2.3,289.1851852,87.31782946,132.8791565,490.6666667
1996,rhode island,1.16,0.42,0.66,2.24,274.962963,83.34883721,137.0316302,477.8666667
1995,rhode island,1.18,0.38,0.63,2.19,279.7037037,75.41085271,130.8029197,467.2
1994,rhode island,1.23,0.38,0.66,2.27,291.5555556,75.41085271,137.0316302,484.2666667
1993,rhode island,1.22,0.36,0.69,2.27,289.1851852,71.44186047,143.2603406,484.2666667
1992,rhode island,1.24,0.39,0.7,2.33,293.9259259,77.39534884,145.3365775,497.0666667
1991,rhode island,1.33,0.37,0.71,2.41,315.2592593,73.42635659,147.4128143,514.1333333
1990,rhode island,1.31,0.44,0.79,2.54,310.5185185,87.31782946,164.0227088,541.8666667
1989,rhode island,1.35,0.46,0.86,2.67,320,91.28682171,178.5563666,569.6
1988,rhode island,1.38,0.49,0.96,2.82,327.1111111,97.24031008,199.3187348,601.6
1987,rhode island,1.39,0.51,0.93,2.83,329.4814815,101.2093023,193.0900243,603.7333333
1986,rhode island,1.4,0.53,0.92,2.85,331.8518519,105.1782946,191.0137875,608
1985,rhode island,1.4,0.51,1.03,2.93,331.8518519,101.2093023,213.8523925,625.0666667
1984,rhode island,1.37,0.52,1.03,2.92,324.7407407,103.1937984,213.8523925,622.9333333
1983,rhode island,1.48,0.5,1.06,3.04,350.8148148,99.2248062,220.081103,648.5333333
1982,rhode island,1.34,0.55,1.04,2.94,317.6296296,109.1472868,215.9286294,627.2
1981,rhode island,1.36,0.53,1.04,2.92,322.3703704,105.1782946,215.9286294,622.9333333
1980,rhode island,1.46,0.53,1.13,3.13,346.0740741,105.1782946,234.6147607,667.7333333
1979,rhode island,1.42,0.49,1.08,2.98,336.5925926,97.24031008,224.2335766,635.7333333
1978,rhode island,1.37,0.48,1.13,2.98,324.7407407,95.25581395,234.6147607,635.7333333
1977,rhode island,1.35,0.42,1.09,2.86,320,83.34883721,226.3098135,610.1333333
2018,south carolina,1.11,0.25,0.8,2.16,263.1111111,49.6124031,166.0989457,460.8
2017,south carolina,1.14,0.25,0.8,2.19,270.2222222,49.6124031,166.0989457,467.2
2016,south carolina,1.18,0.25,0.8,2.23,279.7037037,49.6124031,166.0989457,475.7333333
2015,south carolina,1.21,0.25,0.79,2.25,286.8148148,49.6124031,164.0227088,480
2014,south carolina,1.23,0.25,0.8,2.28,291.5555556,49.6124031,166.0989457,486.4
2013,south carolina,1.26,0.25,0.8,2.31,298.6666667,49.6124031,166.0989457,492.8
2012,south carolina,1.28,0.25,0.79,2.32,303.4074074,49.6124031,164.0227088,494.9333333
2011,south carolina,1.29,0.25,0.78,2.31,305.7777778,49.6124031,161.946472,492.8
2010,south carolina,1.31,0.24,0.76,2.31,310.5185185,47.62790698,157.7939984,492.8
2009,south carolina,1.35,0.24,0.76,2.34,320,47.62790698,157.7939984,499.2
2008,south carolina,1.39,0.24,0.76,2.4,329.4814815,47.62790698,157.7939984,512
2007,south carolina,1.42,0.24,0.76,2.42,336.5925926,47.62790698,157.7939984,516.2666667
2006,south carolina,1.45,0.24,0.76,2.45,343.7037037,47.62790698,157.7939984,522.6666667
2005,south carolina,1.43,0.24,0.75,2.42,338.962963,47.62790698,155.7177616,516.2666667
2004,south carolina,1.39,0.24,0.76,2.38,329.4814815,47.62790698,157.7939984,507.7333333
2003,south carolina,1.38,0.23,0.74,2.35,327.1111111,45.64341085,153.6415247,501.3333333
2002,south carolina,1.4,0.22,0.67,2.3,331.8518519,43.65891473,139.107867,490.6666667
2001,south carolina,1.4,0.22,0.65,2.27,331.8518519,43.65891473,134.9553933,484.2666667
2000,south carolina,1.49,0.22,0.72,2.43,353.1851852,43.65891473,149.4890511,518.4
1999,south carolina,1.48,0.22,0.72,2.41,350.8148148,43.65891473,149.4890511,514.1333333
1998,south carolina,1.44,0.21,0.72,2.37,341.3333333,41.6744186,149.4890511,505.6
1997,south carolina,1.48,0.2,0.71,2.4,350.8148148,39.68992248,147.4128143,512
1996,south carolina,1.38,0.21,0.71,2.3,327.1111111,41.6744186,147.4128143,490.6666667
1995,south carolina,1.33,0.19,0.68,2.2,315.2592593,37.70542636,141.1841038,469.3333333
1994,south carolina,1.38,0.17,0.74,2.29,327.1111111,33.73643411,153.6415247,488.5333333
1993,south carolina,1.36,0.2,0.75,2.3,322.3703704,39.68992248,155.7177616,490.6666667
1992,south carolina,1.34,0.2,0.79,2.33,317.6296296,39.68992248,164.0227088,497.0666667
1991,south carolina,1.34,0.22,0.84,2.41,317.6296296,43.65891473,174.4038929,514.1333333
1990,south carolina,1.44,0.25,0.92,2.61,341.3333333,49.6124031,191.0137875,556.8
1989,south carolina,1.39,0.24,0.86,2.49,329.4814815,47.62790698,178.5563666,531.2
1988,south carolina,1.38,0.26,0.9,2.54,327.1111111,51.59689922,186.8613139,541.8666667
1987,south carolina,1.35,0.27,0.89,2.52,320,53.58139535,184.785077,537.6
1986,south carolina,1.31,0.27,0.93,2.52,310.5185185,53.58139535,193.0900243,537.6
1985,south carolina,1.28,0.25,1,2.53,303.4074074,49.6124031,207.6236821,539.7333333
1984,south carolina,1.27,0.24,1.01,2.52,301.037037,47.62790698,209.6999189,537.6
1983,south carolina,1.27,0.2,1.02,2.49,301.037037,39.68992248,211.7761557,531.2
1982,south carolina,1.23,0.2,0.99,2.43,291.5555556,39.68992248,205.5474453,518.4
1981,south carolina,1.24,0.19,1.04,2.48,293.9259259,37.70542636,215.9286294,529.0666667
1980,south carolina,1.22,0.18,1.06,2.45,289.1851852,35.72093023,220.081103,522.6666667
1979,south carolina,1.18,0.16,1.12,2.45,279.7037037,31.75193798,232.5385239,522.6666667
1978,south carolina,1.14,0.17,1.15,2.45,270.2222222,33.73643411,238.7672344,522.6666667
1977,south carolina,1.12,0.16,1.09,2.37,265.4814815,31.75193798,226.3098135,505.6
2018,south dakota,1.37,0.22,0.77,2.37,324.7407407,43.65891473,159.8702352,505.6
2017,south dakota,1.53,0.3,1.02,2.85,362.6666667,59.53488372,211.7761557,608
2016,south dakota,1.46,0.31,1.1,2.88,346.0740741,61.51937984,228.3860503,614.4
2015,south dakota,1.49,0.29,1.03,2.81,353.1851852,57.5503876,213.8523925,599.4666667
2014,south dakota,1.5,0.25,0.99,2.75,355.5555556,49.6124031,205.5474453,586.6666667
2013,south dakota,1.53,0.28,1.02,2.82,362.6666667,55.56589147,211.7761557,601.6
2012,south dakota,1.54,0.26,0.96,2.76,365.037037,51.59689922,199.3187348,588.8
2011,south dakota,1.52,0.28,0.97,2.77,360.2962963,55.56589147,201.3949716,590.9333333
2010,south dakota,1.53,0.24,0.92,2.69,362.6666667,47.62790698,191.0137875,573.8666667
2009,south dakota,1.54,0.22,0.89,2.65,365.037037,43.65891473,184.785077,565.3333333
2008,south dakota,1.57,0.22,0.87,2.66,372.1481481,43.65891473,180.6326034,567.4666667
2007,south dakota,1.52,0.22,0.87,2.61,360.2962963,43.65891473,180.6326034,556.8
2006,south dakota,1.51,0.19,0.79,2.5,357.9259259,37.70542636,164.0227088,533.3333333
2005,south dakota,1.5,0.19,0.83,2.52,355.5555556,37.70542636,172.3276561,537.6
2004,south dakota,1.51,0.18,0.76,2.45,357.9259259,35.72093023,157.7939984,522.6666667
2003,south dakota,1.52,0.16,0.74,2.41,360.2962963,31.75193798,153.6415247,514.1333333
2002,south dakota,1.51,0.15,0.67,2.34,357.9259259,29.76744186,139.107867,499.2
